image_file,episode_id,x_r,y_r,yaw_r,x_g,y_g,yaw_g,dX,dY,sin_dYaw,cos_dYaw,dist_to_goal,dist_home_to_goal,odom_linear_vel,odom_angular_vel,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,lidar_36,lidar_37,lidar_38,lidar_39,lidar_40,lidar_41,lidar_42,lidar_43,lidar_44,lidar_45,lidar_46,lidar_47,lidar_48,lidar_49,lidar_50,lidar_51,lidar_52,lidar_53,lidar_54,lidar_55,lidar_56,lidar_57,lidar_58,lidar_59,lidar_60,lidar_61,lidar_62,lidar_63,lidar_64,lidar_65,lidar_66,lidar_67,cmd_linear_vel,cmd_angular_vel
105915_703102.jpg,1,-24.4793,1.189,1.8423,-13.6386,2.6876,-0.0544,-1.4631,-10.8455,-0.9474,-0.3201,10.9438,30.5767,1.0,0.0,0.3619,0.365,0.3674,0.3698,0.3747,0.3794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105915_903028.jpg,1,-24.5329,1.3817,1.8423,-13.6386,2.6876,-0.0544,-1.6631,-10.8455,-0.9474,-0.3201,10.9723,30.5767,1.0,0.0,0.3629,0.3648,0.3662,0.3704,0.3744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105916_102935.jpg,1,-24.5866,1.5744,1.8423,-13.6386,2.6876,-0.0544,-1.8631,-10.8455,-0.9474,-0.3201,11.0044,30.5767,1.0,0.0,0.3627,0.3636,0.3669,0.3702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4945,0.4749,1.0,1.0,1.0,1.0,0.4975,0.4954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105916_303016.jpg,1,-24.6402,1.767,1.8423,-13.6386,2.6876,-0.0544,-2.0631,-10.8455,-0.9474,-0.3201,11.04,30.5767,1.0,0.0,0.3615,0.3642,0.3666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4852,0.4684,0.4987,1.0,1.0,1.0,0.486,0.4755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105916_502917.jpg,1,-24.6938,1.9597,1.8423,-13.6386,2.6876,-0.0544,-2.2631,-10.8455,-0.9474,-0.3201,11.0791,30.5767,1.0,0.0,0.3621,0.3602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4778,0.4593,0.455,0.4804,1.0,1.0,0.4745,0.4635,0.4534,0.4938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105916_702928.jpg,1,-24.7474,2.1524,1.8423,-13.6386,2.6876,-0.0544,-2.4631,-10.8455,-0.9474,-0.3201,11.1217,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4922,0.472,0.4508,0.427,0.4643,0.4733,1.0,1.0,0.4514,0.4409,0.4727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105916_904808.jpg,1,-24.8011,2.3451,1.8423,-13.6386,2.6876,-0.0544,-2.6631,-10.8455,-0.9474,-0.3201,11.1677,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4887,0.4659,0.4416,0.4225,0.455,0.4478,1.0,1.0,0.4398,0.4283,0.4184,0.4506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105917_103118.jpg,1,-24.8547,2.5377,1.8423,-13.6386,2.6876,-0.0544,-2.8631,-10.8455,-0.9474,-0.3201,11.2171,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.485,0.458,0.4332,0.4127,0.4124,0.4318,1.0,1.0,1.0,0.4161,0.4052,0.4069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2533,1.0,0.2475,1.0,1.0,1.0,0.0
105917_303017.jpg,1,-24.9083,2.7304,1.8423,-13.6386,2.6876,-0.0544,-3.0631,-10.8455,-0.9474,-0.3201,11.2698,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4796,0.452,0.4236,0.4035,0.395,0.418,0.4262,1.0,1.0,0.4041,0.3924,0.3821,0.4156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2766,1.0,1.0,0.2663,1.0,1.0,1.0,1.0,1.0,0.0
105917_503019.jpg,1,-24.9619,2.9231,1.8423,-13.6386,2.6876,-0.0544,-3.2631,-10.8455,-0.9474,-0.3201,11.3258,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4765,0.4444,0.4154,0.3922,0.3793,0.4081,0.4059,1.0,1.0,1.0,0.3797,0.3687,0.3999,0.4056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.322,0.299,0.3107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105917_703103.jpg,1,-25.0156,3.1158,1.8423,-13.6386,2.6876,-0.0544,-3.4631,-10.8455,-0.9474,-0.3201,11.385,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4728,0.434,0.4071,0.382,0.3664,0.3986,0.3888,1.0,1.0,1.0,0.367,0.3553,0.3486,0.3793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3569,0.3389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105917_909414.jpg,1,-25.0692,3.3084,1.8423,-13.6386,2.6876,-0.0544,-3.6631,-10.8455,-0.9474,-0.3201,11.4475,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.469,0.4239,0.3984,0.3699,0.3543,0.3875,0.3785,1.0,1.0,1.0,0.354,0.3418,0.3309,0.3657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3913,0.3976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105918_102935.jpg,1,-25.1228,3.5011,1.8423,-13.6386,2.6876,-0.0544,-3.8631,-10.8455,-0.9474,-0.3201,11.513,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4639,0.4157,0.3886,0.3582,0.344,0.377,0.3657,0.3729,1.0,1.0,0.3405,0.3279,0.3165,0.3468,0.3474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105918_303024.jpg,1,-25.1765,3.6938,1.8423,-13.6386,2.6876,-0.0544,-4.0631,-10.8455,-0.9474,-0.3201,11.5816,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4605,0.4062,0.3771,0.3455,0.3345,0.3645,0.3535,1.0,1.0,1.0,0.3269,0.3134,0.3017,0.3057,0.3278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105918_502979.jpg,1,-25.2301,3.8865,1.8423,-13.6386,2.6876,-0.0544,-4.2631,-10.8455,-0.9474,-0.3201,11.6533,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4594,0.399,0.3603,0.3295,0.3261,0.352,0.3391,1.0,1.0,1.0,0.3126,0.2986,0.2862,0.289,0.3134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105918_703008.jpg,1,-25.2837,4.0791,1.8423,-13.6386,2.6876,-0.0544,-4.4631,-10.8455,-0.9474,-0.3201,11.728,30.5767,1.0,0.0,1.0,1.0,1.0,1.0,0.4552,0.3927,0.3446,0.3087,0.3189,0.3383,0.3291,1.0,1.0,1.0,0.298,0.283,0.2703,0.2748,0.2985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105918_902925.jpg,1,-25.3373,4.2718,1.8423,-13.6386,2.6876,-0.0544,-4.6631,-10.8455,-0.9474,-0.3201,11.8055,30.5767,1.0,0.0,1.0,1.0,1.0,0.4525,0.3827,0.33,0.3075,0.3552,0.3221,0.3209,1.0,1.0,1.0,0.2812,0.2668,0.2534,0.2795,0.2829,0.2881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105919_103116.jpg,1,-25.391,4.4645,1.8423,-13.6386,2.6876,-0.0544,-4.8631,-10.8455,-0.9474,-0.3201,11.8859,30.5767,1.0,0.0,1.0,1.0,0.452,0.3656,0.2947,0.3025,0.3388,0.3124,0.3182,1.0,1.0,1.0,0.264,0.2483,0.241,0.2675,0.2667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105919_303002.jpg,1,-25.4446,4.6572,1.8423,-13.6386,2.6876,-0.0544,-5.0631,-10.8455,-0.9474,-0.3201,11.9692,30.5767,1.0,0.0,1.0,0.4417,0.3373,0.2953,0.2985,0.3203,0.3026,0.3077,1.0,1.0,0.2628,0.244,0.229,0.2327,0.2568,0.2503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105919_503111.jpg,1,-25.4982,4.8499,1.8423,-13.6386,2.6876,-0.0544,-5.2631,-10.8455,-0.9474,-0.3201,12.0551,30.5767,1.0,0.0,0.4451,0.2865,0.2924,0.351,0.2982,0.2977,1.0,1.0,1.0,0.2416,0.2227,0.2186,0.2399,0.2442,0.2402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105919_703014.jpg,1,-25.5518,5.0425,1.8423,-13.6386,2.6876,-0.0544,-5.4631,-10.8455,-0.9474,-0.3201,12.1438,30.5767,1.0,0.0,0.2888,0.2902,0.3266,0.2906,0.2937,1.0,1.0,0.2382,0.2164,0.2073,0.2267,0.2329,0.2246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105919_902996.jpg,1,-25.6055,5.2352,1.8423,-13.6386,2.6876,-0.0544,-5.6631,-10.8455,-0.9474,-0.3201,12.2351,30.5767,1.0,0.0,0.4107,0.2899,0.2877,1.0,1.0,0.2377,0.208,0.1989,0.2162,0.2209,0.2177,0.2179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105920_103000.jpg,1,-25.6591,5.4279,1.8423,-13.6386,2.6876,-0.0544,-5.8631,-10.8455,-0.9474,-0.3201,12.3289,30.5767,1.0,0.0,0.2842,0.2856,1.0,0.2374,0.198,0.1923,0.2084,0.212,0.2105,0.2066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105920_302947.jpg,1,-25.7127,5.6206,1.8423,-13.6386,2.6876,-0.0544,-6.0631,-10.8455,-0.9474,-0.3201,12.4253,30.5767,1.0,0.0,1.0,1.0,0.1859,0.1876,0.2024,0.2049,0.2007,0.1982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105920_503049.jpg,1,-25.7664,5.8132,1.8423,-13.6386,2.6876,-0.0544,-6.2631,-10.8455,-0.9474,-0.3201,12.5241,30.5767,1.0,0.0,0.1835,0.1969,0.1982,0.1999,0.1893,0.1916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105920_702977.jpg,1,-25.82,6.0059,1.8423,-13.6386,2.6876,-0.0544,-6.4631,-10.8455,-0.9474,-0.3201,12.6253,30.5767,1.0,0.0,0.1956,0.1966,0.1853,0.1869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
105920_903107.jpg,1,-25.8743,6.1976,1.8633,-13.6386,2.6876,-0.0544,-6.8895,-10.7035,-0.9404,-0.34,12.7292,30.5767,0.9924,0.2007,0.1838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4859,0.4838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
105921_103092.jpg,1,-25.9401,6.3853,1.9569,-13.6386,2.6876,-0.0544,-8.0581,-10.0033,-0.9045,-0.4264,12.8452,30.5767,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4919,0.4735,0.4683,0.4965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
105921_303027.jpg,1,-26.0245,6.5665,2.0569,-13.6386,2.6876,-0.0544,-9.2162,-9.1388,-0.8575,-0.5146,12.9791,30.5767,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4997,0.4758,0.4583,0.4624,0.4813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
105921_502869.jpg,1,-26.1266,6.7384,2.1569,-13.6386,2.6876,-0.0544,-10.2822,-8.1631,-0.8018,-0.5976,13.1286,30.5767,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4844,0.4628,0.4433,0.4746,0.4812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
105921_702978.jpg,1,-26.2454,6.8992,2.2569,-13.6386,2.6876,-0.0544,-11.2454,-7.0858,-0.7381,-0.6747,13.2917,30.5767,1.0,0.5,1.0,1.0,1.0,0.497,0.4692,0.4482,0.4418,0.4625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
105921_902897.jpg,1,-26.3796,7.0473,2.3569,-13.6386,2.6876,-0.0544,-12.0963,-5.9178,-0.6671,-0.745,13.4663,30.5767,1.0,0.5,0.4855,0.4571,0.4349,0.4674,0.4616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
105922_102858.jpg,1,-26.528,7.1813,2.4569,-13.6386,2.6876,-0.0544,-12.8264,-4.6706,-0.5894,-0.8079,13.6503,30.5767,1.0,0.5,0.457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4996,0.4972,0.4959,0.4955,0.496,0.4974,0.4998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
105922_303112.jpg,1,-26.689,7.2999,2.5569,-13.6386,2.6876,-0.0544,-13.4282,-3.3568,-0.5058,-0.8627,13.8414,30.5767,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4987,0.4931,0.4902,0.4864,0.4836,0.4819,0.481,0.4811,0.482,0.4839,0.4868,0.4904,0.4952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
105922_502936.jpg,1,-26.8591,7.402,2.6305,-13.6386,2.6876,-0.0544,-13.837,-2.3546,-0.441,-0.8975,14.0359,30.5767,0.9861,0.2522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4903,0.4832,0.4776,0.473,0.4713,0.4684,0.4665,0.4656,0.4656,0.4664,0.4682,0.4708,0.4744,0.4791,0.4844,0.491,0.4992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
