episode_id,start_id,goal_id,image_file,x_r,y_r,yaw_r,x_g,y_g,yaw_g,dX,dY,sin_dYaw,cos_dYaw,dist_to_goal,dist_home_to_goal,odom_linear_vel,odom_angular_vel,cmd_linear_vel,cmd_angular_vel,lidar_points,marker1_id,marker1_x,marker1_y,marker1_z,marker1_yaw,marker2_id,marker2_x,marker2_y,marker2_z,marker2_yaw,marker3_id,marker3_x,marker3_y,marker3_z,marker3_yaw
3,Home,A,111245_588742.jpg,0,0,0,-13.6386,2.68756,-0.054382,-13.6386,2.68756,-0.054355,0.998522,13.900877,30.576686,0,0,0,0,"[3.25, 3.268, 4.21, 3.407, 2.876, 2.5, 2.202, 1.977, 1.804, 1.656, 1.531, 1.425, 1.34, 1.263, 1.201, 1.142, 1.092, 1.048, 0.646, 0.624, 0.605, 0.588, 0.573, 0.56, 0.548, 0.539, 0.53, 0.522, 0.516, 0.511, 0.507, 0.504, 0.502, 0.501, 0.501, 0.502, 0.503, 0.506, 0.51, 0.514, 0.52, 0.528, 0.536, 0.545, 0.557, 0.569, 0.584, 0.599, 0.618, 1.001, 1.038, 1.079, 1.127, 1.183, 1.245, 1.317, 1.402, 1.495, 1.611, 1.758, 1.919, 2.144, 2.398, 2.77, 3.255, 3.901, inf, inf]",,,,,,,,,,,,,,,
3,Home,A,111245_788744.jpg,-0.000011,0,-0.014085,-13.6386,2.68756,-0.054382,-13.67509,2.495199,-0.040286,0.999188,13.900867,30.576686,-0.000109,-0.140851,-1,-0.5,"[3.242, 3.259, 3.227, 3.626, 3.029, 2.613, 2.288, 2.045, 1.859, 1.702, 1.569, 1.457, 1.368, 1.286, 1.221, 1.16, 1.108, 1.062, 0.653, 0.631, 0.611, 0.593, 0.578, 0.564, 0.552, 0.542, 0.532, 0.525, 0.518, 0.513, 0.508, 0.505, 0.503, 0.501, 0.501, 0.501, 0.503, 0.505, 0.509, 0.513, 0.518, 0.525, 0.533, 0.542, 0.553, 0.565, 0.579, 0.594, 0.612, 0.99, 1.026, 1.065, 1.111, 1.164, 1.223, 1.292, 1.373, 1.462, 1.571, 1.709, 1.86, 2.07, 2.304, 2.643, 3.078, 3.648, 4.601, inf]",,,,,,,,,,,,,,,
3,Home,A,111245_988786.jpg,-0.030812,0.001416,-0.058014,-13.6386,2.68756,-0.054382,-13.740642,1.89262,0.003632,0.999993,13.870373,30.576686,-0.240596,-0.193512,-1,-0.5,"[3.215, 3.233, 3.247, 3.343, 3.836, 3.207, 2.739, 2.405, 2.155, 1.95, 1.78, 1.639, 1.527, 1.427, 1.347, 1.273, 1.21, 1.155, 1.108, 1.066, 0.671, 0.65, 0.631, 0.615, 0.6, 0.587, 0.576, 0.566, 0.558, 0.55, 0.545, 0.54, 0.536, 0.534, 0.532, 0.531, 0.532, 0.533, 0.536, 0.539, 0.544, 0.55, 0.556, 0.565, 0.575, 0.586, 0.598, 0.612, 0.629, 0.648, 1.026, 1.061, 1.103, 1.15, 1.203, 1.265, 1.337, 1.414, 1.509, 1.627, 1.754, 1.928, 2.117, 2.382, 2.71, 3.117, 3.749, 4.63]",,,,,,,,,,,,,,,
3,Home,A,111246_188680.jpg,-0.130637,0.008805,-0.084375,-13.6386,2.68756,-0.054382,-13.685661,1.530842,0.029988,0.99955,13.771013,30.576686,-0.587074,-0.11418,-1,-0.5,"[3.223, 3.219, 3.254, 3.256, 3.279, 4.044, 3.389, 2.935, 2.604, 2.336, 2.117, 1.937, 1.797, 1.672, 1.573, 1.48, 1.403, 1.336, 1.279, 1.227, 1.182, 1.142, 1.107, 0.743, 0.724, 0.707, 0.692, 0.68, 0.669, 0.659, 0.651, 0.645, 0.639, 0.636, 0.633, 0.631, 0.631, 0.632, 0.634, 0.637, 0.642, 0.648, 0.655, 0.664, 0.675, 0.687, 0.701, 0.716, 0.734, 1.093, 1.127, 1.164, 1.207, 1.256, 1.31, 1.374, 1.447, 1.526, 1.622, 1.74, 1.868, 2.039, 2.223, 2.479, 2.788, 3.164, 3.728, 4.478]",,,,,,,,,,,,,,,
3,Home,A,111246_388611.jpg,-0.295086,0.024303,-0.105541,-13.6386,2.68756,-0.054382,-13.549828,1.242764,0.051136,0.998692,13.606701,30.576686,-0.891716,-0.125282,-1,-0.5,"[3.777, 3.236, 3.244, 3.248, 3.278, 3.304, 3.373, 3.719, 3.269, 2.91, 2.622, 2.387, 2.204, 2.043, 1.916, 1.799, 1.701, 1.615, 1.543, 1.478, 1.421, 1.37, 1.326, 1.288, 1.253, 0.902, 0.882, 0.865, 0.85, 0.837, 0.826, 0.817, 0.809, 0.804, 0.799, 0.797, 0.795, 0.796, 0.798, 0.801, 0.806, 0.813, 0.821, 0.831, 0.844, 0.857, 0.874, 1.209, 1.238, 1.272, 1.309, 1.35, 1.397, 1.451, 1.512, 1.581, 1.662, 1.748, 1.853, 1.982, 2.119, 2.303, 2.499, 2.769, 3.091, 3.475, 4.04, 4.771]",,,,,,,,,,,,,,,
3,Home,A,111246_588611.jpg,-0.484009,0.049953,-0.172329,-13.6386,2.68756,-0.054382,-13.412036,0.342829,0.117673,0.993052,13.416417,30.576686,-0.972131,-0.400556,-1,-0.5,"[3.245, 3.238, 3.233, 3.25, 3.261, 3.277, 3.291, 3.33, 3.365, 3.354, 3.659, 3.266, 2.971, 2.716, 2.519, 2.34, 2.193, 2.067, 1.96, 1.866, 1.783, 1.71, 1.647, 1.592, 1.542, 1.499, 1.459, 1.426, 1.396, 1.064, 1.047, 1.032, 1.019, 1.009, 1.001, 0.994, 0.989, 0.987, 0.986, 0.987, 0.99, 0.996, 1.003, 1.012, 1.023, 1.037, 1.355, 1.378, 1.406, 1.437, 1.473, 1.513, 1.559, 1.611, 1.669, 1.736, 1.812, 1.894, 1.992, 2.111, 2.236, 2.4, 2.573, 2.804, 3.07, 3.377, 3.807, 4.326]",,,,,,,,,,,,,,,
3,Home,A,111246_788708.jpg,-0.6789,0.093929,-0.271879,-13.6386,2.68756,-0.054382,-13.180163,-0.981865,0.215786,0.976441,13.216685,30.576686,-1,-0.499999,-1,-0.5,"[3.329, 3.292, 3.273, 3.262, inf, 3.261, 3.267, 3.294, 3.314, 3.341, 3.366, 3.418, 3.466, 3.937, 3.569, 3.247, 2.991, 2.777, 2.6, 2.446, 2.312, 2.197, 2.097, 2.011, 1.933, 1.866, 1.804, 1.753, 1.706, 1.664, 1.629, 1.596, 1.267, 1.248, 1.232, 1.217, 1.206, 1.198, 1.191, 1.188, 1.186, 1.187, 1.189, 1.195, 1.202, 1.212, 1.225, 1.535, 1.558, 1.585, 1.615, 1.649, 1.688, 1.733, 1.783, 1.841, 1.906, 1.976, 2.058, 2.158, 2.26, 2.393, 2.529, 2.707, 2.906, 3.127, 3.422, 3.759]",,,,,,,,,,,,,,,
3,Home,A,111246_988626.jpg,-0.868549,0.157172,-0.371879,-13.6386,2.68756,-0.054382,-12.816627,-2.282787,0.31219,0.95002,13.018335,30.576686,-1,-0.499999,-1,-0.5,"[3.461, 3.408, 3.385, 3.357, 3.284, 3.312, 3.302, 3.302, 3.309, 3.322, 3.337, 3.376, 3.407, 3.437, 3.491, 3.548, 3.563, 3.806, 3.5, 3.241, 3.021, 2.835, 2.677, 2.542, 2.42, 2.317, 2.223, 2.145, 2.073, 2.009, 1.956, 1.904, 1.862, 1.824, 1.792, 1.462, 1.442, 1.425, 1.411, 1.4, 1.392, 1.386, 1.383, 1.383, 1.385, 1.39, 1.398, 1.408, 1.713, 1.733, 1.757, 1.784, 1.817, 1.854, 1.896, 1.944, 2.0, 2.058, 2.127, 2.21, 2.295, 2.404, 2.514, 2.655, 2.809, 2.977, 3.195, 3.436]",,,,,,,,,,,,,,,
3,Home,A,111247_191492.jpg,-1.050938,0.239033,-0.471879,-13.6386,2.68756,-0.054382,-12.325033,-3.540916,0.405474,0.914107,12.823593,30.576686,-1,-0.499999,-1,-0.5,"[3.652, 3.583, 3.492, 3.5, 3.462, 3.423, 3.409, 3.392, 3.925, 3.368, 3.369, 3.378, 3.396, 3.417, 3.47, 3.497, 3.542, 3.585, 3.655, 3.726, 4.025, 3.714, 3.456, 3.241, 3.05, 2.89, 2.746, 2.627, 2.52, 2.423, 2.343, 2.265, 2.202, 2.145, 2.095, 2.047, 2.009, 1.976, 1.649, 1.629, 1.612, 1.597, 1.587, 1.579, 1.575, 1.573, 1.575, 1.579, 1.587, 1.885, 1.902, 1.922, 1.947, 1.976, 2.01, 2.049, 2.095, 2.143, 2.2, 2.269, 2.339, 2.428, 2.518, 2.632, 2.756, 2.887, 3.056, 3.237]",,,,,,,,,,,,,,,
3,Home,A,111247_388728.jpg,-1.224242,0.338694,-0.571879,-13.6386,2.68756,-0.054382,-11.710291,-4.743683,0.494706,0.86906,12.634613,30.576686,-1,-0.499999,-1,-0.5,"[inf, 3.843, 3.767, 3.698, 3.642, 3.591, 3.562, 3.528, 3.504, 3.474, 3.47, 3.463, 3.453, 3.458, 3.471, 3.495, 3.522, 3.555, 3.61, 3.661, 3.711, 3.791, 3.869, 4.213, 3.902, 3.649, 3.426, 3.243, 3.08, 2.935, 2.816, 2.701, 2.607, 2.523, 2.449, 2.377, 2.32, 2.27, 2.223, 2.186, 1.853, 1.826, 1.806, 1.789, 1.775, 1.766, 1.759, 1.756, 1.757, 1.76, 2.053, 2.065, 2.081, 2.102, 2.127, 2.158, 2.193, 2.232, 2.278, 2.334, 2.391, 2.464, 2.537, 2.63, 2.73, 2.835, 2.968, 3.11]",,,,,,,,,,,,,,,
